"Company Name",ISIN,"Target Qualification",SME?,"Business ambitions 1.5",Country,Region,Sector,Status,Date,"Date Explanation",Target,"Target Classification"
"TK Elevator GmbH",,,,1,Germany,Europe,"Electrical Equipment and Machinery",Committed,"2021-05-01 00:00:00",,,
"Chocoladefabriken Lindt & Sprüngli AG",CH0010570759,,,1,Switzerland,Europe,"Food and Beverage Processing",Committed,"2021-05-01 00:00:00",,,
"ABASIC, S.A.",,,,1,Spain,Europe,"Textiles, Apparel, Footwear and Luxury Goods",Committed,"2021-05-01 00:00:00",,,
"Branston Ltd",,,,1,"United Kingdom (UK)",Europe,"Food and Beverage Processing",Committed,"2021-05-01 00:00:00",,,
"Samskip B.V.",,,,1,Netherlands,Europe,"Water Transportation - Water Transportation",Committed,"2021-05-01 00:00:00",,,
"Halfords Group PLC",GB00B012TP20,,,1,"United Kingdom (UK)",Europe,Retailing,Committed,"2021-05-01 00:00:00",,,
"Nexi SpA",IT0005366767,,,1,Italy,Europe,"Banks, Diverse Financials, Insurance",Committed,"2021-05-01 00:00:00",,,
Nordzucker,,,,,Germany,Europe,"Food and Beverage Processing",Committed,"2021-05-01 00:00:00",,,
"Westfalia Fruit International",,,,,"United Kingdom (UK)",Europe,"Food and Beverage Processing",Committed,"2021-05-01 00:00:00",,,
"cosnova beauty GmbH",,,,,Germany,Europe,"Consumer Durables, Household and Personal Products",Committed,"2021-05-01 00:00:00",,,
"Kazan Soda Elektrik Üretim A.S.",,,,,Turkey,Asia,Chemicals,Committed,"2021-05-01 00:00:00",,,
"Cascades Inc.",CA1469001053,,,,Canada,"North America","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",Committed,"2021-05-01 00:00:00",,,
"Magna International",CA5592224011,,,,Canada,"North America","Automobiles and Components",Committed,"2021-05-01 00:00:00",,,
"The Home Depot",US4370761029,,,,"United States of America (USA)","North America",Retailing,Committed,"2021-05-01 00:00:00",,,
"CVENT Inc.",,,,,"United States of America (USA)","North America","Software and Services",Committed,"2021-05-01 00:00:00",,,
"Manulife Financial Corporation",CA56501R1064,,,,Canada,"North America","Banks, Diverse Financials, Insurance",Committed,"2021-05-01 00:00:00",,,
"Tricorona Climate Partner AB",,1.5°C,1,,Sweden,Europe,"Professional Services","Targets Set","2021-05-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. Tricorona Climate Partner AB commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Kungsleden AB",SE0000549412,1.5°C,1,,Sweden,Europe,"Real Estate","Targets Set","2021-05-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. Kungsleden AB commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Internet Fusion Ltd",,1.5°C,1,1,"United Kingdom (UK)",Europe,Retailing,"Targets Set","2021-05-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. Internet Fusion Ltd. commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Luis SimÃµes, S.G.P.S., S.A.",,,,,Portugal,Europe,"Ground Transportation - Trucking Transportation",Committed,"2021-05-01 00:00:00",,,
SAGEMCOM,,,,,France,Europe,"Technology Hardware and Equipment",Committed,"2021-05-01 00:00:00",,,
"Nasdaq, Inc.",US6311031081,,,,"United States of America (USA)","North America","Specialized Financial Services, Consumer Finance, Insurance Brokerage Firms",Committed,"2021-05-01 00:00:00",,,
"Tubex Tubenfabrik Wolfsberg GmbH",,,,,Austria,Europe,"Containers and Packaging",Committed,"2021-05-01 00:00:00",,,
Ontex,BE0974276082,,,,Belgium,Europe,"Consumer Durables, Household and Personal Products",Committed,"2021-05-01 00:00:00",,,
"McKesson Corporation",US58155Q1031,,,,"United States of America (USA)","North America","Pharmaceuticals, Biotechnology and Life",Committed,"2021-05-01 00:00:00",,,
"Quattro Plant Ltd",,,,,"United Kingdom (UK)",Europe,"Ground Transportation - Trucking Transportation",Committed,"2021-05-01 00:00:00",,,
"Go-Ahead Holdings Limited",GB0003753778,1.5°C,,1,"United Kingdom (UK)",Europe,"Ground Transportation - Trucking Transportation","Targets Set","2021-08-01 00:00:00",,"Go-Ahead Holdings Limited commits to reduce absolute scope 1 and 2 GHG emissions 75% by FY2035 from a FY2020 base year. **The target boundary includes biogenic emissions and removals from bioenergy feedstocks.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Sergel Group",,,,,Sweden,Europe,"Banks, Diverse Financials, Insurance",Committed,"2021-05-01 00:00:00",,,
"Swiss Post",,,,1,Switzerland,Europe,"Air Freight Transportation and Logistics",Committed,"2021-05-01 00:00:00",,,
"ESKA BV",,1.5°C,1,,Netherlands,Europe,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","Targets Set","2021-05-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. ESKA BV commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"OSW Corporation",,"Well-below 2°C",1,,Japan,Asia,"Construction and Engineering","Targets Set","2021-05-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. OSW Corporation commits to reduce absolute scope 1 and scope 2 GHG emissions 30% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Eti Soda A.S.",,,,,Turkey,Asia,Chemicals,Committed,"2021-05-01 00:00:00",,,
"Chicony Electronics Co. Ltd.",TW0002385002,,,,"Taiwan, Province of China",Asia,"Technology Hardware and Equipment",Committed,"2021-05-01 00:00:00",,,
"Vistry Group",GB0001859296,,,,"United Kingdom (UK)",Europe,Homebuilding,Committed,"2021-05-01 00:00:00",,,
"TITAN Cement Group",BE0974338700,"Well-below 2°C",,,Belgium,Europe,"Construction Materials","Targets Set","2021-07-01 00:00:00",,"TITAN Cement Group commits to reduce scope 1 GHG emissions by 20.7% per ton of cementitious product by 2030 from a 2020 base year*. TITAN Cement Group also commits to reduce scope 2 GHG emissions 42.4% per ton of cementitious product within the same timeframe. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"CPI Property Group S.A.",LU0251710041,,,,Luxembourg,Europe,"Real Estate",Committed,"2021-05-01 00:00:00",,,
"Arca Continental S.A.B. de C.V",MX01AC100006,,,,Mexico,"Latin America","Food and Beverage Processing",Committed,"2021-05-01 00:00:00",,,
"SAGAWA EXPRESS CO.,LTD",,,,,Japan,Asia,"Ground Transportation - Trucking Transportation",Committed,"2021-05-01 00:00:00",,,
"Weyerhaeuser Company",US9621661043,,,,"United States of America (USA)","North America","Real Estate",Committed,"2021-05-01 00:00:00",,,
"Oakland International Ltd.",,,,1,"United Kingdom (UK)",Europe,"Food and Staples Retailing",Committed,"2021-05-01 00:00:00",,,
Edelman,,,,1,"United States of America (USA)","North America","Professional Services",Committed,"2021-05-01 00:00:00",,,
"WSH UK & Ireland Limited",,,,1,"United Kingdom (UK)",Europe,"Hotels, Restaurants and Leisure, and Tourism Services",Committed,"2021-05-01 00:00:00",,,
"Ypsomed AG",CH0019396990,,,1,Switzerland,Europe,"Healthcare Providers and Services, and Healthcare Technology",Committed,"2021-05-01 00:00:00",,,
"BAE Systems PLC",GB0002634946,,,1,"United Kingdom (UK)",Europe,"Aerospace and Defense",Committed,"2021-05-01 00:00:00",,,
"Smithfield Foods",USU83223AM61,,,1,"United States of America (USA)","North America","Food Production - Animal Source Food Production",Committed,"2021-05-01 00:00:00",,,
"Gruppo Armani",,1.5°C,,1,Italy,Europe,"Textiles, Apparel, Footwear and Luxury Goods","Targets Set","2021-08-01 00:00:00",,"Gruppo Armani commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2019 base year. Gruppo Armani also commits to reduce absolute scope 3 GHG emissions 42% from purchased goods and services and downstream transportation and distribution by 2029 from a 2019 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"BioMar Group",,,,1,Denmark,Europe,"Food Production - Animal Source Food Production",Committed,"2021-05-01 00:00:00",,,
"Azul S.A",BRAZULACNPR4,,,1,Brazil,"Latin America","Air Transportation - Airlines",Committed,"2021-05-01 00:00:00",,,
"St. Modwen Properties PLC",,,,1,"United Kingdom (UK)",Europe,"Real Estate",Committed,"2021-05-01 00:00:00",,,
"Addo Food Group",,,,1,"United Kingdom (UK)",Europe,"Food and Beverage Processing",Committed,"2021-05-01 00:00:00",,,
"Channel 4",,,,1,"United Kingdom (UK)",Europe,Media,Committed,"2021-05-01 00:00:00",,,
"Allen & Overy LLP",,1.5°C,,,"United Kingdom (UK)",Europe,"Professional Services","Targets Set","2021-05-01 00:00:00",,"Allen & Overy LLP commits to reduce absolute scope 1,2 and 3 GHG emissions 50% by 2030 from a 2019 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Williams-Sonoma, Inc.",US9699041011,1.5°C,,,"United States of America (USA)","North America",Retailing,"Targets Set","2021-05-01 00:00:00",,"Williams-Sonoma, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2019 base year. Williams-Sonoma, Inc. also commits to reduce absolute scope 3 GHG emissions 14% over the same timeframe.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Encon NV",,1.5°C,1,,Belgium,Europe,"Professional Services","Targets Set","2021-05-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. Encon NV commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"British Broadcasting Corporation",,,,,"United Kingdom (UK)",Europe,Media,Committed,"2021-05-01 00:00:00",,,
"GRUPO ACOTRAL",,,,,Spain,Europe,"Ground Transportation - Trucking Transportation",Committed,"2021-05-01 00:00:00",,,
"Lamb Weston / Meijer vof",,,,,Netherlands,Europe,"Food and Beverage Processing",Committed,"2021-05-01 00:00:00",,,
"Lamb Weston Holdings",US5132721045,,,,"United States of America (USA)","North America","Food and Beverage Processing",Committed,"2021-05-01 00:00:00",,,
SOMFY,,,,,France,Europe,"Electrical Equipment and Machinery",Committed,"2021-05-01 00:00:00",,,
"InfoVision Electronics (Kunshan) Co., Ltd.",,,,,China,Asia,"Technology Hardware and Equipment",Committed,"2021-05-01 00:00:00",,,
"LEG Immobilien SE",DE000LEG1110,,,,Germany,Europe,"Real Estate",Committed,"2021-05-01 00:00:00",,,
"Citrix Systems, Inc.",US1773761002,,,,"United States of America (USA)","North America","Software and Services",Committed,"2021-05-01 00:00:00",,,
"Trinity Partners",,,,,"United States of America (USA)","North America","Professional Services",Committed,"2021-05-01 00:00:00",,,
"Kaufman & Broad",FR0004007813,,,,France,Europe,"Real Estate",Committed,"2021-05-01 00:00:00",,,
"The Financial Times Limited",,,,1,"United Kingdom (UK)",Europe,Media,Committed,"2021-05-01 00:00:00",,,
"Trina Solar Co., Ltd.",,,,1,China,Asia,"Semiconductors and Semiconductors Equipment",Committed,"2021-05-01 00:00:00",,,
"Sino Land Company Limited",HK0083000502,,,1,"Hong Kong",Asia,"Real Estate",Committed,"2021-05-01 00:00:00",,,
"NG Bailey Group Ltd",,,,1,"United Kingdom (UK)",Europe,"Construction and Engineering",Committed,"2021-05-01 00:00:00",,,
"Jungheinrich AG",DE0006219934,,,1,Germany,Europe,"Electrical Equipment and Machinery",Committed,"2021-05-01 00:00:00",,,
SPIE,FR0012757854,,,1,France,Europe,"Trading Companies and Distributors, and Commercial Services and Supplies",Committed,"2021-05-01 00:00:00",,,
"FlowCon International ApS",,"Well-below 2°C",1,,Denmark,Europe,"Building Products","Targets Set","2021-05-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. FlowCon International ApS commits to reduce absolute scope 1 and scope 2 GHG emissions 30% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Starboard LTD",,1.5°C,1,,Thailand,Asia,"Consumer Durables, Household and Personal Products","Targets Set","2021-05-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. Starboard LTD commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"L.E. Vegetables Company Aktiebolag",,1.5°C,1,,Sweden,Europe,"Food and Beverage Processing","Targets Set","2021-05-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. L.E. Vegetables Company Aktiebolag commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Commercial Corporate Services Limited",,1.5°C,1,,"United Kingdom (UK)",Europe,"Professional Services","Targets Set","2021-05-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. Commercial Corporate Services Limited commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Chiquita Brands International Sàrl",,"Well-below 2°C",,,Switzerland,Europe,"Food Production - Agricultural Production","Targets Set","2021-05-01 00:00:00",,"Chiquita (covering Chiquita Brands International Sàrl and Chiquita Fresh North America LLC) commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2019 base year.* Chiquita also commits that 90% of its suppliers by emissions covering purchased goods and services and upstream transportation and distribution will have science-based targets by 2025. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Mirae Asset Securities",KR7006800007,,,,"South Korea",Asia,"Banks, Diverse Financials, Insurance",Committed,"2021-06-01 00:00:00",,,
"Deutsche Börse Group",,,,,Germany,Europe,"Banks, Diverse Financials, Insurance",Committed,"2021-06-01 00:00:00",,,
"Global Fashion Group S.A.",,,,,Luxembourg,Europe,Retailing,Committed,"2021-06-01 00:00:00",,,
"Groupe Bruxelles Lambert",BE0003797140,,,,Belgium,Europe,"Banks, Diverse Financials, Insurance",Committed,"2021-06-01 00:00:00",,,
GETLINK,FR0010533075,1.5°C,,,France,Europe,"Ground Transportation - Railroads Transportation","Targets Set","2021-08-19 00:00:00",,"GETLINK Group commits to reduce absolute scope 1 and 2 GHG emissions 30% by FY2025 from a FY2019 base year. GETLINK Group commits to reduce absolute scope 3 GHG emissions from purchased goods and services and capital goods 7.5% over the same timeframe.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
RETAL,,,,1,Cyprus,Europe,"Containers and Packaging",Committed,"2021-06-01 00:00:00",,,
"Boohoo Group PLC",JE00BG6L7297,,,1,"United Kingdom (UK)",Europe,Retailing,Committed,"2021-06-01 00:00:00",,,
"Semcon AB",SE0000379497,,,1,Sweden,Europe,"Professional Services",Committed,"2021-06-01 00:00:00",,,
"Banco de Crédito Social Cooperativo como cabecera del Grupo Cooperativo Cajamar",,,,1,Spain,Europe,"Banks, Diverse Financials, Insurance",Committed,"2021-06-01 00:00:00",,,
"ECOM Agroindustrial Corp Ltd",,,,1,Switzerland,Europe,"Food and Beverage Processing",Committed,"2021-06-01 00:00:00",,,
"WS Audiology",,,,1,Denmark,Europe,"Healthcare Equipment and Supplies",Committed,"2021-06-01 00:00:00",,,
"Yum China Holdings, Inc.",US98850P1093,,,1,China,Asia,"Hotels, Restaurants and Leisure, and Tourism Services",Committed,"2021-06-01 00:00:00",,,
"Dixons Carphone plc",GB00B4Y7R145,1.5°C,,1,"United Kingdom (UK)",Europe,Retailing,"Targets Set","2021-07-01 00:00:00",,"Dixons Carphone commits to reduce absolute scope 1 and 2 GHG emissions 50% by FY2029/30 from a FY2019/20 base year. Dixons Carphone also commits to reduce absolute scope 3 GHG emissions from purchased goods and services and use of sold products 50% within the same timeframe.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Corteva Agriscience",US22052L1044,,,1,"United States of America (USA)","North America",Chemicals,Committed,"2021-06-01 00:00:00",,,
"Globe Telecom, Inc.",PHY272571498,,,1,Philippines,Asia,"Telecommunication Services",Committed,"2021-06-01 00:00:00",,,
"Aigle International SA",,,,1,France,Europe,"Textiles, Apparel, Footwear and Luxury Goods",Committed,"2021-06-01 00:00:00",,,
"JBA Group Limited",,,,1,"United Kingdom (UK)",Europe,"Construction and Engineering",Committed,"2021-06-01 00:00:00",,,
JBS,BRJBSSACNOR8,,,1,Brazil,"Latin America","Food and Beverage Processing",Committed,"2021-06-01 00:00:00",,,
"Kenya Electricity Generating Company PLC",,,,1,Kenya,Africa,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)",Committed,"2021-06-01 00:00:00",,,
"Vistra Corp.",US92840M1027,,,1,"United States of America (USA)","North America","Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)",Committed,"2021-06-01 00:00:00",,,
"TCT-Speditions GmbH",,"Well-below 2°C",1,,Germany,Europe,"Ground Transportation - Trucking Transportation","Targets Set","2021-06-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. TCT-Speditions GmbH commits to reduce absolute scope 1 and scope 2 GHG emissions 30% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"BPR Group",,"Well-below 2°C",1,,"United Kingdom (UK)",Europe,"Solid Waste Management Utilities","Targets Set","2021-06-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. BPR Group commits to reduce absolute scope 1 and scope 2 GHG emissions 30% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Port of Newcastle",,"Well-below 2°C",1,,Australia,Oceania,"Water Transportation - Ports and Services","Targets Set","2021-06-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. Port of Newcastle commits to reduce absolute scope 1 and scope 2 GHG emissions 30% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Value Frontier",,1.5°C,1,,Japan,Asia,"Professional Services","Targets Set","2021-06-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. Value Frontier commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"denkstatt GmbH",,1.5°C,1,,Austria,Europe,"Professional Services","Targets Set","2021-06-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. denkstatt GmbH commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Tanihata Co., Ltd.,",,1.5°C,1,,Japan,Asia,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","Targets Set","2021-06-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. Tanihata Co., Ltd., commits to reduce absolute scope 1 and scope 2 GHG emissions 46% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Sealed Air Corp.",US81211K1007,1.5°C,,,"United States of America (USA)","North America","Containers and Packaging","Targets Set","2021-06-01 00:00:00",,"Sealed Air Corporation commits to reduce absolute scope 1 and 2 GHG emissions 46% by 2030 from a 2019 base year. Sealed Air Corporation commits to reduce absolute scope 3 GHG emissions from purchased goods and services as well as use of sold products 15% within the same timeframe.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Majid Al Futtaim Properties",,,,,"United Arab Emirates (UAE)",Asia,"Real Estate",Committed,"2021-06-01 00:00:00",,,
"Moy Park Limited",,,,,"United Kingdom (UK)",Europe,"Food Production - Animal Source Food Production",Committed,"2021-06-01 00:00:00",,,
"Western Digital",US9581021055,1.5°C,,,"United States of America (USA)","North America","Technology Hardware and Equipment","Targets Set","2021-09-01 00:00:00",,"Western Digital commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2020 base year. Western Digital also commits to reduce scope 3 GHG emissions from use of sold products 50% per petabyte capacity sold by FY2030 from a FY2020 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Panera Bread",,,,,"United States of America (USA)","North America","Hotels, Restaurants and Leisure, and Tourism Services",Committed,"2021-06-01 00:00:00",,,
"Nishimatsu Construction Co., Ltd.",JP3659200004,,,,Japan,Asia,"Construction and Engineering",Committed,"2021-06-01 00:00:00",,,
"Sanoma Corporation",FI0009007694,,,,Finland,Europe,Media,Committed,"2021-06-01 00:00:00",,,
CWT,,,,,"United States of America (USA)","North America","Hotels, Restaurants and Leisure, and Tourism Services",Committed,"2021-06-01 00:00:00",,,
Convoy,,,,,"United States of America (USA)","North America","Software and Services",Committed,"2021-06-01 00:00:00",,,
"Elekta AB",SE0000163628,,,,Sweden,Europe,"Healthcare Equipment and Supplies",Committed,"2021-06-01 00:00:00",,,
"Gregory Distribution (Holdings) Limited",,,,,"United Kingdom (UK)",Europe,"Ground Transportation - Trucking Transportation",Committed,"2021-06-01 00:00:00",,,
"DÃ©cor (Suzhou) Co., Ltd.",,,,,China,Asia,"Textiles, Apparel, Footwear and Luxury Goods",Committed,"2021-06-01 00:00:00",,,
"WestRock Company",US96145D1054,,,,"United States of America (USA)","North America","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",Committed,"2021-06-01 00:00:00",,,
"Avanti West Coast",,,,1,"United Kingdom (UK)",Europe,"Ground Transportation - Railroads Transportation",Committed,"2021-06-01 00:00:00",,,
"Chindata Group",,,,1,China,Asia,"Software and Services",Committed,"2021-06-01 00:00:00",,,
"BRF S.A.",BRBRFSACNOR8,,,1,Brazil,"Latin America","Food and Beverage Processing",Committed,"2021-06-01 00:00:00",,,
"Haworth Inc.",,,,1,"United States of America (USA)","North America","Consumer Durables, Household and Personal Products",Committed,"2021-06-01 00:00:00",,,
"Provident Financial plc",GB00B1Z4ST84,,,1,"United Kingdom (UK)",Europe,"Banks, Diverse Financials, Insurance",Committed,"2021-06-01 00:00:00",,,
"DWF Group PLC",,,,1,"United Kingdom (UK)",Europe,"Professional Services",Committed,"2021-06-01 00:00:00",,,
"Snam S.p.A.",IT0003153415,,,,Italy,Europe,"Gas Utilities",Committed,"2021-06-01 00:00:00",,,
"DS Smith",,,,1,"United Kingdom (UK)",Europe,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",Committed,"2021-06-01 00:00:00",,,
"Linklaters LLP",,1.5°C,,,"United Kingdom (UK)",Europe,"Professional Services","Targets Set","2021-06-01 00:00:00",,"Linklaters LLP commits to reduce absolute scope 1 and 2 GHG emissions 70% by FY2030 from a FY2019 base year. Linklaters LLP commits to reduce absolute scope 3 GHG emissions 50% within the same timeframe.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"RTS Transport Service GmbH",,"Well-below 2°C",1,,Germany,Europe,"Ground Transportation - Railroads Transportation","Targets Set","2021-06-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. RTS Transport Service GmbH commits to reduce absolute scope 1 and scope 2 GHG emissions 30% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
Dott,,1.5°C,1,,Netherlands,Europe,"Ground Transportation - Trucking Transportation","Targets Set","2021-06-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. Dott  commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Yashima Construction Co,ltd",,1.5°C,1,,Japan,Asia,"Construction and Engineering","Targets Set","2021-06-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. Yashima Construction Co,ltd commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
